NO,부품품번,부품등급_금액,부품등급_단가,부품등급_수량,4개월금액,단가,4개월수량,입고거래처,출고거래처,단위,구 분,1/1,1/2,1/3,1/4,1/5,1/6,1/7,1/8,1/9,1/10,1/11,1/12,1/13,1/14,1/15,1/16,1/17,1/18,1/19,1/20,1/21,1/22,1/23,1/24,1/25,1/26,1/27,1/28,1/29,1/30,1/31,2/1,2/2,2/3,2/4,2/5,2/6,2/7,2/8,2/9,2/10,2/11,2/12,2/13,2/14,2/15,2/16,2/17,2/18,2/19,2/20,2/21,2/22,2/23,2/24,2/25,2/26,2/27,2/28,3/1,3/2,3/3,3/4,3/5,3/6,3/7,3/8,3/9,3/10,3/11,3/12,3/13,3/14,3/15,3/16,3/17,3/18,3/19,3/20,3/21,3/22,3/23,3/24,3/25,3/26,3/27,3/28,3/29,3/30,3/31,4/1,4/2,4/3,4/4,4/5,4/6,4/7,4/8,4/9,4/10,4/11,4/12,4/13,4/14,4/15,4/16,4/17,4/18,4/19,4/20,4/21,4/22,4/23,4/24,4/25,4/26,4/27,4/28,4/29,4/30
511,MDS62152431,C,C,B,5805488,1976,2938,,,EA,발주예측,,,400.0,,,400.0,,,700.0,,,,,,,,,,,,,,,,700.0,600.0,100.0,,,100.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,200.0,,,,,,,,,100.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,
511,MDS62152431,C,C,B,5805488,1976,2938,,,EA,재고계획,1124.0,1124.0,1124.0,1124.0,1524.0,1214.0,1214.0,1614.0,1299.0,1299.0,1999.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,2085.0,2020.0,1597.0,1588.0,1588.0,1688.0,1687.0,1787.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,2057.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1997.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1947.0,1946.0,1946.0,1946.0,1946.0,1946.0,2046.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,2091.0,2086.0,2086.0,2086.0,2086.0,2086.0
511,MDS62152431,C,C,B,5805488,1976,2938,,,EA,재고,1124.0,1124.0,1124.0,1124.0,1524.0,1214.0,1214.0,1614.0,1299.0,1299.0,1999.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,1385.0,2085.0,2020.0,1597.0,1588.0,1588.0,1688.0,1687.0,1787.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,1757.0,2057.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1997.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1847.0,1947.0,1946.0,1946.0,1946.0,1946.0,1946.0,2046.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,2091.0,2086.0,2086.0,2086.0,2086.0,2086.0
511,MDS62152431,C,C,B,5805488,1976,2938,,,EA,안전재고,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0
512,MGJ63842406,C,B,B,5768585,8807,655,,,EA,입고,,,,,,,,288.0,,,48.0,,,,,,,,,,,,,,,,192.0,192.0,48.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,MGJ63842406,C,B,B,5768585,8807,655,,,EA,생산,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,173.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,MGJ63842406,C,B,B,5768585,8807,655,,,EA,결품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,MGJ63842406,C,B,B,5768585,8807,655,,,EA,불량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,MGJ63842406,C,B,B,5768585,8807,655,,,EA,발주예측,288.0,,,48.0,,,,,,,,,,,,,,,,192.0,192.0,48.0,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,MGJ63842406,C,B,B,5768585,8807,655,,,EA,재고계획,417.0,417.0,417.0,417.0,417.0,417.0,417.0,705.0,443.0,443.0,491.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,678.0,710.0,585.0,582.0,582.0,630.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,677.0,676.0,676.0,676.0,676.0,676.0,772.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0
512,MGJ63842406,C,B,B,5768585,8807,655,,,EA,재고,417.0,417.0,417.0,417.0,417.0,417.0,417.0,705.0,443.0,443.0,491.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,486.0,678.0,710.0,585.0,582.0,582.0,630.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,677.0,676.0,676.0,676.0,676.0,676.0,772.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0
512,MGJ63842406,C,B,B,5768585,8807,655,,,EA,안전재고,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0,384.0
513,MP16WIN14001,C,B,B,5760576,3288,1752,,,EA,입고,,,,,,135.0,,135.0,,,,,,180.0,,,,,135.0,45.0,135.0,,,,,,135.0,,,,,,,,135.0,,,,,,,180.0,,,,,,,90.0,,,,,90.0,90.0,,,,,,,45.0,,,,,,,135.0,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,225.0,,,,,,,,,
513,MP16WIN14001,C,B,B,5760576,3288,1752,,,EA,생산,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,108.0,36.0,108.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,54.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,MP16WIN14001,C,B,B,5760576,3288,1752,,,EA,결품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,MP16WIN14001,C,B,B,5760576,3288,1752,,,EA,불량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,MP16WIN14001,C,B,B,5760576,3288,1752,,,EA,발주예측,,,,135.0,,135.0,,,,,,180.0,,,,,135.0,45.0,135.0,,,,,,135.0,,,,,,,,135.0,,,,,,,180.0,,,,,,,90.0,,,,,90.0,90.0,,,,,,,45.0,,,,,,,135.0,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,225.0,,,,,,,,,,,
513,MP16WIN14001,C,B,B,5760576,3288,1752,,,EA,재고계획,105.0,105.0,105.0,105.0,105.0,240.0,132.0,267.0,159.0,159.0,159.0,159.0,159.0,339.0,195.0,195.0,195.0,195.0,330.0,267.0,366.0,258.0,258.0,258.0,258.0,258.0,393.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,420.0,312.0,312.0,312.0,312.0,312.0,312.0,492.0,330.0,330.0,330.0,330.0,330.0,330.0,420.0,348.0,348.0,348.0,348.0,438.0,474.0,401.0,401.0,401.0,401.0,401.0,401.0,446.0,410.0,410.0,410.0,410.0,410.0,410.0,545.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,527.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,630.0,486.0,486.0,486.0,486.0,486.0,711.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0
513,MP16WIN14001,C,B,B,5760576,3288,1752,,,EA,재고,105.0,105.0,105.0,105.0,105.0,240.0,132.0,267.0,159.0,159.0,159.0,159.0,159.0,339.0,195.0,195.0,195.0,195.0,330.0,267.0,366.0,258.0,258.0,258.0,258.0,258.0,393.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,420.0,312.0,312.0,312.0,312.0,312.0,312.0,492.0,330.0,330.0,330.0,330.0,330.0,330.0,420.0,348.0,348.0,348.0,348.0,438.0,474.0,401.0,401.0,401.0,401.0,401.0,401.0,446.0,410.0,410.0,410.0,410.0,410.0,410.0,545.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,527.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,630.0,486.0,486.0,486.0,486.0,486.0,711.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0,513.0
513,MP16WIN14001,C,B,B,5760576,3288,1752,,,EA,안전재고,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
514,H4276JA3002A,C,C,A,5753504,76,75704,,,EA,입고,4000.0,4000.0,,4000.0,4000.0,4000.0,4000.0,4000.0,,,4000.0,4000.0,4000.0,2000.0,4000.0,,,2000.0,4000.0,4000.0,4000.0,2000.0,,,2000.0,,,,2000.0,,,,,2000.0,2000.0,2000.0,,,2000.0,,2000.0,,,,,,,,,2000.0,,,,,,2000.0,2000.0,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,4000.0,,,,4000.0,,2000.0,,4000.0,,,2000.0,4000.0,10000.0,,,,,,2000.0,,,,,,,,,,,,,,,,,
514,H4276JA3002A,C,C,A,5753504,76,75704,,,EA,생산,0.0,2560.0,2640.0,0.0,2400.0,3280.0,2560.0,2480.0,2480.0,0.0,0.0,2560.0,3840.0,2080.0,1200.0,2400.0,0.0,0.0,1440.0,2320.0,2160.0,2400.0,1520.0,0.0,0.0,1280.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,1040.0,2000.0,1040.0,0.0,0.0,1760.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,720.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320.0,0.0,0.0,0.0,2320.0,0.0,1200.0,0.0,2400.0,0.0,0.0,1200.0,0.0,12218.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,H4276JA3002A,C,C,A,5753504,76,75704,,,EA,결품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,H4276JA3002A,C,C,A,5753504,76,75704,,,EA,불량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,H4276JA3002A,C,C,A,5753504,76,75704,,,EA,발주예측,4000.0,4000.0,4000.0,,,4000.0,4000.0,4000.0,2000.0,4000.0,,,2000.0,4000.0,4000.0,4000.0,2000.0,,,2000.0,,,,2000.0,,,,,2000.0,2000.0,2000.0,,,2000.0,,2000.0,,,,,,,,,2000.0,,,,,,2000.0,2000.0,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,4000.0,,,,4000.0,,2000.0,,4000.0,,,2000.0,4000.0,10000.0,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,
514,H4276JA3002A,C,C,A,5753504,76,75704,,,EA,재고계획,28523.0,29963.0,27323.0,31323.0,32923.0,33643.0,35083.0,36603.0,34123.0,34123.0,38123.0,39563.0,39723.0,39643.0,42443.0,40043.0,40043.0,42043.0,44603.0,46283.0,48123.0,47723.0,46203.0,46203.0,48203.0,46923.0,46923.0,46923.0,48923.0,47723.0,47723.0,47723.0,47723.0,49723.0,50683.0,50683.0,49643.0,49643.0,51643.0,49883.0,51883.0,50283.0,50283.0,50283.0,50283.0,50283.0,50283.0,50283.0,50283.0,52283.0,51243.0,51243.0,51243.0,51243.0,51243.0,53243.0,54523.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,55883.0,54603.0,54603.0,54603.0,54603.0,54603.0,54603.0,54603.0,54603.0,58603.0,56283.0,56283.0,56283.0,60283.0,57963.0,59963.0,58763.0,62763.0,60363.0,60363.0,62363.0,65163.0,75163.0,62945.0,62945.0,62945.0,62945.0,62945.0,64945.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0
514,H4276JA3002A,C,C,A,5753504,76,75704,,,EA,재고,28523.0,29963.0,27323.0,31323.0,32923.0,33643.0,35083.0,36603.0,34123.0,34123.0,38123.0,39563.0,39723.0,39643.0,42443.0,40043.0,40043.0,42043.0,44603.0,46283.0,48123.0,47723.0,46203.0,46203.0,48203.0,46923.0,46923.0,46923.0,48923.0,47723.0,47723.0,47723.0,47723.0,49723.0,50683.0,50683.0,49643.0,49643.0,51643.0,49883.0,51883.0,50283.0,50283.0,50283.0,50283.0,50283.0,50283.0,50283.0,50283.0,52283.0,51243.0,51243.0,51243.0,51243.0,51243.0,53243.0,54523.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,53883.0,55883.0,54603.0,54603.0,54603.0,54603.0,54603.0,54603.0,54603.0,54603.0,58603.0,56283.0,56283.0,56283.0,60283.0,57963.0,59963.0,58763.0,62763.0,60363.0,60363.0,62363.0,65163.0,75163.0,62945.0,62945.0,62945.0,62945.0,62945.0,64945.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0,64819.0
514,H4276JA3002A,C,C,A,5753504,76,75704,,,EA,안전재고,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0
515,MP17PNE11012,C,A,C,5750591,25333,227,,,EA,입고,,,,,,,140.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,MP17PNE11012,C,A,C,5750591,25333,227,,,EA,생산,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,MP17PNE11012,C,A,C,5750591,25333,227,,,EA,결품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,MP17PNE11012,C,A,C,5750591,25333,227,,,EA,불량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,MP17PNE11012,C,A,C,5750591,25333,227,,,EA,발주예측,,,,,140.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,MP17PNE11012,C,A,C,5750591,25333,227,,,EA,재고계획,246.0,246.0,246.0,246.0,246.0,246.0,386.0,246.0,246.0,246.0,247.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,330.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,248.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0
515,MP17PNE11012,C,A,C,5750591,25333,227,,,EA,재고,246.0,246.0,246.0,246.0,246.0,246.0,386.0,246.0,246.0,246.0,247.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,330.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,248.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0
